"country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotID","plotSize","plotDim","pointID","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","crdSource","date","filtPos","plotPdop","plotHdop","appMods","plotEdge"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","mosquitoPoint","","BART_085",0,"0m","41",44.054841,-71.307718,"WGS84","19N",315149.53,4880553.163,10.31,449.33,0.39,449.33,449.33,26.79,356.39,"evergreenForest",,"GeoXH 6000",20141026,"1247",31.4,15.1,"mos|mpt",0
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_003",250000,"500m x 500m","B2",44.054939,-71.263123,"WGS84","19N",318722.024,4880464.938,0.32,438.46,0.36,317.31,438.46,11.38,238.47,"deciduousForest",,"GeoXH 6000",20131014,"122",2.6,1.4,"brd",500
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","mosquitoPoint","","BART_056",0,"0m","41",44.04894,-71.306996,"WGS84","19N",315189.027,4879896.164,10.32,482.14,0.45,482.14,482.14,14.4,146.95,"deciduousForest",,"GeoXH 6000",20140512,"614",9,4.7,"mos|mpt",0
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_012",250000,"500m x 500m","B2",44.047818,-71.315729,"WGS84","19N",314485.917,4879791.145,0.43,587.49,0.42,587.49,655.39,14.49,138.79,"deciduousForest",,"GeoXH 6000",20141008,"742",7.9,5.3,"brd",500
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_082",250000,"500m x 500m","B2",44.056702,-71.287159,"WGS84","19N",316802.13,4880713.958,0.48,292.7,0.79,271.63,324.39,4.5,252.59,"evergreenForest",,"GeoXH 6000",20140918,"1007",8.9,6.1,"brd",500
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_030",1600,"40m x 40m","41",45.772435,-122.316395,"WGS84","10N",553149.702,5068991.248,0.29,377.14,0.35,369.42,379.8,9.98,45,"mixedForest","Andisols","Geo 7X (H-Star)",20160616,"1,253",12.3,5.7,"div",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","phenology","primary","ABBY_071",40000,"200m x 200m","C",45.761789,-122.327572,"WGS84","10N",552290.627,5067801.019,,368.08,,348.01,368.6,1.38,35.5,"","Andisols","GIS",,"",,,"phe",200
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","phenology","phenocam","ABBY_072",40000,"200m x 200m","C",45.763636,-122.330485,"WGS84","10N",552062.328,5068004.36,,361.76,,360.42,364.78,13.31,35.89,"","Andisols","GIS",,"",,,"phe",200
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot","","ABBY_003",1600,"40m x 40m","41",45.760799,-122.37129,"WGS84","10N",548891.806,5067663.343,0.1,626.17,0.1,623.87,626.92,8.02,352.84,"evergreenForest","Andisols","Geo 7X (H-Star)",20160517,"306",1.9,1,"tck",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot","","ABBY_002",1600,"40m x 40m","41",45.737854,-122.308292,"WGS84","10N",553812.854,5065154.574,0.1,651.14,0.1,645.5,656.28,9.84,278.58,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160516,"274",1.6,0.9,"tck",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot","","ABBY_023",1600,"40m x 40m","41",45.745006,-122.383498,"WGS84","10N",547955.963,5065901.385,0.1,478.74,0.1,473.42,482.24,13.06,260.97,"mixedForest","Ultisols","Geo 7X (H-Star)",20160526,"301",2.9,1.3,"tck",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot","","ABBY_005",1600,"40m x 40m","41",45.771976,-122.388089,"WGS84","10N",547575.928,5068895.073,0.1,492.21,0.1,486.86,496.32,10,228.45,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20160520,"417",1.7,0.8,"tck",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid",,"ABBY_004",8100,"90m x 90m","E5",45.76854,-122.300356,"WGS84","10N",554400.435,5068569.254,0.1,553.75,0.1,552.4,576.34,12.58,263.81,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20160517,"121",1.5,0.9,"mam",90
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid",,"ABBY_002",8100,"90m x 90m","E5",45.740362,-122.309739,"WGS84","10N",553697.933,5065432.251,0.1,624.54,0.1,620.41,636.39,5.6,340.95,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20160516,"163",1.6,0.8,"mam",90
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_032",0,"0m","41",45.76584,-122.376086,"WGS84","10N",548514.492,5068220.541,10.1,557.66,0.1,557.66,557.66,6.35,78.93,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160516,"304",1.7,0.9,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_034",0,"0m","41",45.758502,-122.389604,"WGS84","10N",547469.547,5067397.12,10.1,428.14,0.11,428.14,428.14,6.81,231.28,"evergreenForest","Ultisols","Geo 7X (H-Star)",20160516,"401",2.9,1.1,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_037",0,"0m","41",45.763458,-122.336096,"WGS84","10N",551626.194,5067980.847,10.1,344.91,0.11,344.91,344.91,3.48,220.45,"evergreenForest","Alfisols","Geo 7X (H-Star)",20160519,"307",3.3,1.9,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_035",0,"0m","41",45.753024,-122.30509,"WGS84","10N",554047.349,5066842.188,10.1,478.23,0.1,478.23,478.23,16.75,283.41,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160519,"162",1.5,0.7,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_038",0,"0m","41",45.765077,-122.384566,"WGS84","10N",547855.712,5068130.671,10.1,495.96,0.1,495.96,495.96,10.66,240.81,"grasslandHerbaceous","Ultisols","Geo 7X (H-Star)",20160524,"250",1.4,0.7,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_040",0,"0m","41",45.76825,-122.367574,"WGS84","10N",549174.245,5068493.45,10.1,519.75,0.1,519.75,519.75,10.04,38.8,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20160602,"181",1.5,0.8,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_039",0,"0m","41",45.729719,-122.363716,"WGS84","10N",549508.279,5064214.94,10.1,574.21,0.1,574.21,574.21,0.49,93.52,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20160525,"202",2.3,1.4,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_014",1600,"40m x 40m","41",45.751186,-122.317373,"WGS84","10N",553093.765,5066629.74,0.36,466.02,0.4,450.32,481.29,24.23,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160613,"1,210",159.5,89,"brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_029",1600,"40m x 40m","41",45.764081,-122.313751,"WGS84","10N",553363.209,5068064.748,0.28,359.9,0.27,354.6,359.97,6.84,44.8,"mixedForest","Andisols","Geo 7X (H-Star)",20160608,"618",7,4.2,"div",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_006",1600,"40m x 40m","41",45.754053,-122.298512,"WGS84","10N",554557.953,5066960.965,0.22,534.21,0.22,517.31,543.12,24.23,225,"evergreenForest","Andisols","Geo 7X (H-Star)",20160520,"306",5.4,2.6,"bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_001",1600,"40m x 40m","41",45.772619,-122.346369,"WGS84","10N",550819.025,5068992.14,0.26,302.62,0.3,297.45,307.65,7.8,135,"evergreenForest","Andisols","Geo 7X (H-Star)",20160511,"641",3.9,2.4,"bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_007",1600,"40m x 40m","41",45.768936,-122.361007,"WGS84","10N",549684.252,5068573.756,0.23,444.48,0.26,437.62,454.29,9.65,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160518,"747",6.7,5.7,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_008",1600,"40m x 40m","41",45.771358,-122.355223,"WGS84","10N",550131.807,5068846.389,0.21,352.64,0.36,347.65,359.4,9.09,45,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160519,"351",4,1.8,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_025",1600,"40m x 40m","41",45.76953,-122.324489,"WGS84","10N",552523.063,5068663.055,0.2,321.8,0.25,314.7,325.76,12.68,135,"mixedForest","Andisols","Geo 7X (H-Star)",20160516,"553",3.8,2,"cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_020",1600,"40m x 40m","41",45.767791,-122.303342,"WGS84","10N",554169,5068483.93,0.19,505.38,0.21,489.88,511.59,11.31,225,"evergreenForest","Andisols","Geo 7X (H-Star)",20160606,"402",14,7.6,"brd|div",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_010",1600,"40m x 40m","41",45.776549,-122.375934,"WGS84","10N",548516.969,5069410.372,0.17,552.63,0.25,552.07,561.09,3.43,135,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160608,"611",6.7,2.8,"bet|brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_016",1600,"40m x 40m","41",45.746995,-122.332415,"WGS84","10N",551927.684,5066154.244,0.13,379.84,0.16,379.84,387.23,5.94,135,"evergreenForest","Andisols","Geo 7X (H-Star)",20160517,"313",5.6,1.7,"brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_023",1600,"40m x 40m","41",45.744589,-122.381659,"WGS84","10N",548099.384,5065856.144,0.13,507.54,0.17,502.47,511.15,2.81,180,"mixedForest","Ultisols","Geo 7X (H-Star)",20160519,"313",3.6,2,"bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_002",1600,"40m x 40m","41",45.739055,-122.309112,"WGS84","10N",553747.919,5065287.429,0.1,638.38,0.1,634.82,641.07,9.93,90,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160516,"205",1.3,0.7,"bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_003",1600,"40m x 40m","41",45.762016,-122.371092,"WGS84","10N",548906.122,5067798.686,0.1,602.39,0.1,598.29,606.12,5.99,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160517,"309",1.9,1.1,"bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_004",1600,"40m x 40m","41",45.768585,-122.298751,"WGS84","10N",554525.188,5068575.256,0.1,585.15,0.1,577.58,587.17,12.73,87,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20160517,"160",1.5,0.7,"bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_005",1600,"40m x 40m","41",45.770982,-122.389429,"WGS84","10N",547472.605,5068783.83,0.1,471.22,0.1,469.2,476.51,9.65,310,"shrubScrub","Ultisols","Geo 7X (H-Star)",20160518,"237",1.3,0.7,"brd|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_009",1600,"40m x 40m","41",45.765614,-122.299549,"WGS84","10N",554466.068,5068244.683,0.1,537.6,0.1,531.64,543.81,12.08,0,"shrubScrub","Andisols","Geo 7X (H-Star)",20160517,"140",1.7,0.9,"bet|brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_067",1600,"40m x 40m","41",45.760563,-122.331558,"WGS84","10N",551981.747,5067662.179,0.1,359.94,0.1,358.63,361.07,6.11,0,"evergreenForest","Andisols","Geo 7X (H-Star)",20150714,"838",1.8,1,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_076",1600,"40m x 40m","41",45.763791,-122.330004,"WGS84","10N",552099.667,5068021.829,0.1,358.55,0.1,354.14,360.8,4.8,225,"evergreenForest","Andisols","Geo 7X (H-Star)",20160509,"394",1.5,0.7,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_073",1600,"40m x 40m","41",45.762944,-122.324601,"WGS84","10N",552520.534,5067931.315,0.1,336.52,0.1,333.72,343.5,21.55,180,"evergreenForest","Andisols","Geo 7X (H-Star)",20160426,"202",1.9,1,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_062",1600,"40m x 40m","41",45.76351,-122.328084,"WGS84","10N",552249.222,5067991.831,0.1,342.75,0.1,339.47,352.39,6.84,57,"evergreenForest","Andisols","Geo 7X (H-Star)",20150720,"641",1.8,1,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_063",1600,"40m x 40m","41",45.760544,-122.330038,"WGS84","10N",552099.98,5067661.058,0.1,363.31,0.1,362.29,364.1,0,0,"evergreenForest","Andisols","Geo 7X",20150722,"719",1.4,0.7,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_068",1600,"40m x 40m","41",45.760541,-122.328492,"WGS84","10N",552220.267,5067661.708,0.1,366.56,0.1,365.54,367.23,2,0,"evergreenForest","Andisols","Geo 7X (H-Star)",20150723,"770",2,0.8,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_069",1600,"40m x 40m","41",45.76162,-122.327336,"WGS84","10N",552309.146,5067782.352,0.1,368.99,0.1,363.77,369.68,0,0,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20150720,"701",1.9,1.1,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_070",1600,"40m x 40m","41",45.761364,-122.330792,"WGS84","10N",552040.58,5067751.699,0.1,364.32,0.1,360.23,365.04,1.78,90,"evergreenForest","Andisols","Geo 7X (H-Star)",20150722,"701",1.5,0.7,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_064",1600,"40m x 40m","41",45.762429,-122.328467,"WGS84","10N",552220.42,5067871.572,0.1,361.1,0.1,359.2,363,1.2,180,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20150716,"734",1.5,0.8,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_061",1600,"40m x 40m","41",45.762451,-122.331158,"WGS84","10N",552011.163,5067872.242,0.1,362.83,0.1,360.5,362.83,3.09,45,"evergreenForest","Andisols","Geo 7X (H-Star)",20150715,"886",1.5,0.8,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_074",1600,"40m x 40m","41",45.761302,-122.325028,"WGS84","10N",552488.903,5067748.595,0.1,365.74,0.1,363.95,366.66,2.41,270,"evergreenForest","Andisols","Geo 7X (H-Star)",20160426,"413",1.8,1,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_075",1600,"40m x 40m","41",45.762125,-122.323463,"WGS84","10N",552609.84,5067840.99,0.1,343.58,0.1,341.43,348.9,6.84,225,"shrubScrub","Andisols","Geo 7X (H-Star)",20160428,"124",2,1,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_011",1600,"40m x 40m","41",45.743366,-122.35901,"WGS84","10N",549862.277,5065734.075,0.1,496,0.1,487.91,502.88,11.53,225,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20160518,"206",1.5,0.7,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot","","ABBY_065",1600,"40m x 40m","41",45.762196,-122.333084,"WGS84","10N",551861.602,5067842.587,0.11,357.04,0.11,355.75,358.17,0,0,"grasslandHerbaceous","Andisols","Geo 7X",20150715,"802",1.4,0.7,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot","","ABBY_001",1600,"40m x 40m","41",45.773172,-122.348101,"WGS84","10N",550683.901,5069052.521,0.14,294.29,0.18,287.91,300.9,4.4,272.98,"evergreenForest","Andisols","Geo 7X (H-Star)",20160511,"310",6.6,3.9,"tck",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_012",1600,"40m x 40m","41",45.754263,-122.384239,"WGS84","10N",547890.374,5066929.326,0.1,438.99,0.1,434.73,441.62,2.98,45,"shrubScrub","Ultisols","Geo 7X (H-Star)",20160520,"180",1.8,1.1,"brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_013",1600,"40m x 40m","41",45.745332,-122.372807,"WGS84","10N",548787.33,5065944.038,0.1,632.59,0.1,629.91,633.91,1.72,134,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160518,"126",1.2,0.7,"brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_015",1600,"40m x 40m","41",45.732284,-122.300365,"WGS84","10N",554434.976,5064541.11,0.1,702.71,0.1,696.29,714.83,24.23,180,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20160518,"122",2.4,0.9,"div",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_017",1600,"40m x 40m","41",45.772764,-122.369799,"WGS84","10N",548997.257,5068993.563,0.1,495.72,0.1,491.38,504.8,24.23,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160602,"304",1.9,1.1,"brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_018",1600,"40m x 40m","41",45.764526,-122.38678,"WGS84","10N",547684.017,5068068.109,0.1,459.48,0.1,456.63,468,6.28,0,"grasslandHerbaceous","Ultisols","Geo 7X (H-Star)",20160524,"301",1.9,1,"brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_019",1600,"40m x 40m","41",45.752598,-122.325841,"WGS84","10N",552433.863,5066780.955,0.1,417.08,0.1,411.65,420.65,13.5,90,"evergreenForest","Andisols","Geo 7X (H-Star)",20160606,"659",1.7,0.8,"brd|cdw|dhp|div|hbp|vst",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_021",1600,"40m x 40m","41",45.743937,-122.317109,"WGS84","10N",553121.174,5065824.511,0.1,500.61,0.1,493.3,505.65,14.04,45,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160519,"123",1.6,0.9,"div",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_031",0,"0m","41",45.746174,-122.314267,"WGS84","10N",553340.093,5066074.995,10.23,554.95,0.34,554.95,554.95,8.24,263.4,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160519,"305",4.9,2.3,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_022",1600,"40m x 40m","41",45.755549,-122.320429,"WGS84","10N",552851.961,5067112.393,0.1,386.55,0.1,384.41,390.12,6.56,225,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160519,"153",1.8,1.1,"div",40
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint","","ABBY_033",0,"0m","41",45.77215,-122.363335,"WGS84","10N",549500.373,5068929.388,10.25,455.73,0.34,455.73,455.73,8.26,57.27,"mixedForest","Inceptisols","Geo 7X (H-Star)",20160516,"402",7.2,4,"mos|mpt",0
"unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot","","ABBY_024",1600,"40m x 40m","41",45.74139,-122.339808,"WGS84","10N",551357.81,5065526.663,0.1,379.72,0.1,376.95,380.92,0,0,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)",20160526,"153",1.3,0.7,"div",40
